year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,candidatevotes,Result,Strategy 1,strategy 2,strategy 3,strategy 4,strategy 5,People_ survey (%)
2008,GEORGIA,GA,13,58,44,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,2048759,win,increase in maternity leave period and assistance,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",2GB Data for clg students,free hospitality,introducing metro trains in 2nd level cities,37%
2008,GEORGIA,GA,13,58,44,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,1844123,loss,free laptop,education empowerment,The financial assistance to the differently-abled would be increased .,introducing metro trains in 2nd level cities,eradication of racisim,27%
2008,GEORGIA,GA,13,58,44,US PRESIDENT,"BARR, BOB",LIBERTARIAN,28731,loss,eradication of racisim,free washing machine,govt jobs to ladies,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",toursim development,38%
2008,GEORGIA,GA,13,58,44,US PRESIDENT,,,1715,loss,free laptop,6lpg cylinders are free for a year,government jobs to families without anyone in state services,eradication of racisim,introducing metro trains in 2nd level cities,28%
2008,GEORGIA,GA,13,58,44,US PRESIDENT,,INDEPENDENT,1158,loss,free hospitality,toursim development,free washing machine,2GB Data for clg students,increase in maternity leave period and assistance,39%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,325871,win,introducing metro trains in 2nd level cities,government jobs to families without anyone in state services,toursim development,govt jobs to ladies,increase in maternity leave period and assistance,29%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,10566,loss,eradication of racisim,free washing machine,6lpg cylinders are free for a year,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",free laptop,30%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"NADER, RALPH",INDEPENDENT,3825,loss,Education empowerment,toursim development,6lpg cylinders are free for a year,2GB Data for clg students,free washing machine,40%
2008,HAWAII,HI,15,95,82,US PRESIDENT,BLANK VOTE,,2193,loss,government jobs to families without anyone in state services,increase in maternity leave period and assistance,free education,Education empowerment,eradication of racisim,40%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"BARR, BOB",LIBERTARIAN,1314,loss,toursim development,free washing machine,2GB Data for clg students,introducing metro trains in 2nd level cities,6lpg cylinders are free for a year,30%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,1013,loss,government jobs to families without anyone in state services,govt jobs to ladies,toursim development,,free laptop,20%
2008,HAWAII,HI,15,95,82,US PRESIDENT,"MCKINNEY, CYNTHIA",GREEN,979,loss,eradication of racisim,free washing machine,free laptop,free education,eradication of racisim,10%
2008,HAWAII,HI,15,95,82,US PRESIDENT,OVER VOTE,,303,loss,increase in maternity leave period and assistance,free education,6lpg cylinders are free for a year,tourism development,Education empowerment,19%
2008,IDAHO,ID,16,82,63,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,403012,win,introducing metro trains in 2nd level cities,free hospitality,government jobs to families without anyone in state services,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",free hospitality,29%
2008,IDAHO,ID,16,82,63,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,236440,loss,6lpg cylinders are free for a year,toursim development,govt jobs to ladies,free education,free laptop,39%
2008,IDAHO,ID,16,82,63,US PRESIDENT,"NADER, RALPH",INDEPENDENT,7175,loss,2GB Data for clg students,free laptop,education empowerment,increase in maternity leave period and assistance,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques.",18%
2008,IDAHO,ID,16,82,63,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,4747,loss,Education empowerment,govt jobs to ladies,government jobs to families without anyone in state services,eradication of racisim,free bicycle,28%
2008,IDAHO,ID,16,82,63,US PRESIDENT,"BARR, BOB",LIBERTARIAN,3658,loss,increase in maternity leave period and assistance,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",6lpg cylinders are free for a year,increase in maternity leave period and assistance,free washing machine,38%
2008,IDAHO,ID,16,82,63,US PRESIDENT,,,90,loss,toursim development,free laptop,distribution of solar-powered cooking stoves,govt jobs to ladies,2GB Data for clg students,17%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,3419348,win,govt jobs to ladies,government jobs to families without anyone in state services,6lpg cylinders are free for a year,free education,toursim development,27%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,2031179,loss,2GB Data for clg students,,introducing metro trains in 2nd level cities,increase in maternity leave period and assistance,distribution of solar-powered cooking stoves,38%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"NADER, RALPH",INDEPENDENT,30948,loss,free laptop,distribution of solar-powered cooking stoves,free education,government jobs to families without anyone in state services,Education empowerment,16%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"BARR, BOB",LIBERTARIAN,19642,loss,toursim development,increase in maternity leave period and assistance,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques.",introducing metro trains in 2nd level cities,eradication of racisim,26%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"MCKINNEY, CYNTHIA",GREEN,11838,loss,job to youth 40%,clean US,increase of public toilets facilities,decrease of tax,decrease of petrol price,88%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,8256,loss,govt jobs to ladies,6lpg cylinders are free for a year,distribution of solar-powered cooking stoves,loan waiver to hotels,The financial assistance to the differently-abled would be increased .,15%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,,NEW,1149,loss,2GB Data for clg students,government jobs to families without anyone in state services,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",free washing macine,free bicycle,25%
2008,ILLINOIS,IL,17,33,21,US PRESIDENT,,,11,loss,free laptop,tourism development,government jobs to families without anyone in state services,increase in maternity leave period and assistance,introducing metro trains in 2nd level cities,35%
2008,USNA,IN,18,32,22,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,1374039,win,free laptop,free bicycle,free washing machine,free education,2GB Data for clg students,14%
2008,USNA,IN,18,32,22,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,1345648,loss,6lpg cylinders are free for a year,education empowerment,government jobs to families without anyone in state services,The financial assistance to the differently-abled would be increased .,toursim development,24%
2008,USNA,IN,18,32,22,US PRESIDENT,"BARR, BOB",LIBERTARIAN,29257,loss,loans waiver to hotels,eradication of racisim,free bicycle,govt jobs to ladies,Education empowerment,34%
2008,USNA,IN,18,32,22,US PRESIDENT,,,1201,loss,free washing machine,free laptop,toursim development,increase in maternity leave period and assistance,distribution of solar-powered cooking stoves,13%
2008,USNA,IN,18,32,22,US PRESIDENT,"NADER, RALPH",INDEPENDENT,909,loss,distribution of solar-powered cooking stoves,govt jobs to ladies,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",toursim development,introducing metro trains in 2nd level cities,23%
2008,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,828940,win,6lpg cylinders are free for a year,free education,free hospitality,free washing machine,2GB Data for clg students,33%
2008,IOWA,IA,19,42,31,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,682379,loss,distribution of solar-powered cooking stoves,govt jobs to ladies,toursim development,The financial assistance to the differently-abled would be increased .,free bicycle,12%
2008,IOWA,IA,19,42,31,US PRESIDENT,"NADER, RALPH",PEACE & FREEDOM,8014,loss,toursim development,eradication of racisim,loans waiver to hotels,the finacial assistance to the differently-abled would increased,increase in maternity leave period and assistance,22%
2008,IOWA,IA,19,42,31,US PRESIDENT,,,6737,loss,Education empowerment,distribution of solar-powered cooking stoves,free washing machine,2GB Data for clg students,6lpg cylinders are free for a year,32%
2008,IOWA,IA,19,42,31,US PRESIDENT,"BARR, BOB",LIBERTARIAN,4590,loss,loans waiver to hotels,toursim development,2GB Data for clg students,govt jobs to ladies,introducing metro trains in 2nd level cities,11%
2008,IOWA,IA,19,42,31,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,4445,loss,distribution of solar-powered cooking stoves,free washing machine,toursim development,6lpg cylinders are free for a year,free hospital,21%
2008,IOWA,IA,19,42,31,US PRESIDENT,"MCKINNEY, CYNTHIA",GREEN,1423,loss,The financial assistance to the differently-abled would be increased .,introducing metro trains in 2nd level cities,6lpg cylinders are free for a year,Education empowerment,eradication of racisim,31%
2008,IOWA,IA,19,42,31,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,292,loss,free washing machine,govt jobs to ladies,loans waiver to hotels,2GB Data for clg students,free education,41%
2008,IOWA,IA,19,42,31,US PRESIDENT,"MOORE, BRIAN",SOCIALIST,182,loss,6lpg cylinders are free for a year,increase in maternity leave period and assistance,government jobs to families without anyone in state services,free bicycle,toursim development,10%
2008,IOWA,IA,19,42,31,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,121,loss,govt jobs to ladies,distribution of solar-powered cooking stoves,free washing machine,2GB Data for clg students,The financial assistance to the differently-abled would be increased .,20%
2008,KANSAS,KS,20,47,32,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,699655,win,loans waiver to hotels,introducing metro trains in 2nd level cities,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",govt jobs to ladies,free education,30%
2008,KANSAS,KS,20,47,32,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,514765,loss,govt jobs to ladies,toursim development,6lpg cylinders are free for a year,loan waiver to hotels,free washing machine,40%
2008,KANSAS,KS,20,47,32,US PRESIDENT,"NADER, RALPH",INDEPENDENT,10598,loss,2GB Data for clg students,The financial assistance to the differently-abled would be increased .,distribution of solar-powered cooking stoves,introducing metro trains in 2nd level cities,6lpg cylinders are free for a year,19%
2008,KANSAS,KS,20,47,32,US PRESIDENT,"BARR, BOB",LIBERTARIAN,6706,loss,free bicycle,free washing machine,free education,distribution of solar-powered cooking stoves,toursim development,29%
2008,KANSAS,KS,20,47,32,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",REFORM PARTY,4148,loss,loans waiver to hotels,free hospitality,6lpg cylinders are free for a year,introducing metro trains in 2nd level cities,The financial assistance to the differently-abled would be increased .,39%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,1904097,win,government jobs to families without anyone in state services,2GB Data for clg students,free education,distribution of solar-powered cooking stoves,introducing metro trains in 2nd level cities,11%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,1108854,loss,introducing metro trains in 2nd level cities,increase in maternity leave period and assistance,distribution of solar-powered cooking stoves,free hospitality,government jobs to families without anyone in state services,12%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"NADER, RALPH",INDEPENDENT,28841,loss,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques",2GB Data for clg students,introducing metro trains in 2nd level cities,distribution of solar-powered cooking stoves,govt jobs to ladies,13%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,BLANK VOTE/SCATTERING,,22010,loss,6lpg cylinders are free for a year,free washing machine,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques.",distribution of solar-powered cooking stoves,government jobs to families without anyone in state services,14%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,OTHER,,14483,loss,increase in maternity leave period and assistance,distribution of solar-powered cooking stoves,free education,Education empowerment,eradication of racisim,15%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BARR, BOB",LIBERTARIAN,13189,loss,introducing metro trains in 2nd level cities,2GB Data for clg students,free education,Indroducing Metro Trains in 2nd level cities.,6lpg cylinders are free for a year,16%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MCKINNEY, CYNTHIA",GREEN,6550,loss,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques",6lpg cylinders are free for a year,government jobs to families without anyone in state services,distribution of solar-powered cooking stoves,increase in maternity leave period and assistance,17%
2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,4971,loss,introducing metro trains in 2nd level cities,distribution of solar-powered cooking stoves,eradication of racisim,Education empowerment,government jobs to families without anyone in state services,18%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,2872579,win,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques",free laptop,introducing metro trains in 2nd level cities,2GB Data for clg students,govt jobs to ladies,19%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,2048639,loss,government jobs to families without anyone in state services,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques",free bicycle,6lpg cylinders are free for a year,free hospitalization,20%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"NADER, RALPH",NATURAL LAW,33085,loss,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",introducing metro trains in 2nd level cities,free hospitality,2GB Data for clg students,distribution of solar-powered cooking stoves,21%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"BARR, BOB",LIBERTARIAN,23716,loss,eradication of racisim,free education,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",free bicycle,free washing machine,22%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"BALDWIN, CHARLES """"CHUCK""""",U.S. TAXPAYERS PARTY,14685,loss,free bicycle,distribution of solar-powered cooking stoves,education empowerment,Indroducing Metro Trains in 2nd level cities.,govt jobs to ladies,23%
2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"MCKINNEY, CYNTHIA",GREEN,8892,loss,distribution of solar-powered cooking stoves,6lpg cylinders are free for a year,government jobs to families without anyone in state services,"allocation of rs1000 crore towardsrenovation and consecration of hindu temples,rs 200 crore for churches and mosques",govt jobs to ladies,24%
2008,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,4645332,win,6lpg cylinders are free for a year ,free washing machine,education empowerment,2gb data for clg students,free laptop,16%
2008,NEW YORK,NY,36,21,13,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,2418323,loss,2GB Data for clg students,free laptop,6lpg cylinders are free for a year ,free washing ,Education empowerment,17%
2008,NEW YORK,NY,36,21,13,US PRESIDENT,"MCCAIN, JOHN",CONSERVATIVE,170475,loss,Education empowerment,free bicycle,"allocation of Rs 1000 crore towards renovation and consecration of Hindu temples,Rs 200 crore for churches and mosques.",free washing ,introducing metro trains in 2nd level cities,18%
